FID IID SEX AFF PC1 PC2 Population
HG03863 HG03863 0 1 -0.0100 0.0067 ITU
HG03864 HG03864 0 1 -0.0101 0.0070 ITU
HG03866 HG03866 0 1 -0.0103 0.0062 ITU
HG03867 HG03867 0 1 -0.0105 0.0028 ITU
HG03868 HG03868 0 1 -0.0108 0.0077 ITU
HG03869 HG03869 0 1 -0.0101 0.0067 ITU
HG03870 HG03870 0 1 -0.0104 0.0071 ITU
HG03871 HG03871 0 1 -0.0104 0.0073 ITU
HG03872 HG03872 0 1 -0.0101 0.0072 ITU
HG03874 HG03874 0 1 -0.0105 0.0057 ITU
HG03875 HG03875 0 1 -0.0104 0.0094 ITU
HG03882 HG03882 0 1 -0.0099 0.0073 ITU
HG03884 HG03884 0 1 -0.0104 0.0057 STU
HG03885 HG03885 0 1 -0.0102 0.0063 STU
HG03886 HG03886 0 1 -0.0100 0.0066 STU
HG03887 HG03887 0 1 -0.0104 0.0064 STU
HG03888 HG03888 0 1 -0.0105 0.0095 STU
HG03890 HG03890 0 1 -0.0100 0.0053 STU
HG03894 HG03894 0 1 -0.0099 0.0059 STU
HG03897 HG03897 0 1 -0.0104 0.0067 STU
HG03898 HG03898 0 1 -0.0097 0.0055 STU
HG03900 HG03900 0 1 -0.0107 0.0055 STU
HG03902 HG03902 0 1 -0.0109 0.0036 BEB
HG03905 HG03905 0 1 -0.0112 0.0017 BEB
HG03907 HG03907 0 1 -0.0112 0.0017 BEB
HG03908 HG03908 0 1 -0.0109 0.0034 BEB
HG03910 HG03910 0 1 -0.0117 0.0020 BEB
HG03911 HG03911 0 1 -0.0114 0.0039 BEB
HG03913 HG03913 0 1 -0.0116 0.0025 BEB
HG03914 HG03914 0 1 -0.0115 0.0019 BEB
HG03916 HG03916 0 1 -0.0112 0.0016 BEB
HG03917 HG03917 0 1 -0.0111 0.0017 BEB
HG03919 HG03919 0 1 -0.0105 0.0066 BEB
HG03920 HG03920 0 1 -0.0114 0.0031 BEB
HG03922 HG03922 0 1 -0.0115 0.0018 BEB
HG03925 HG03925 0 1 -0.0108 0.0020 BEB
HG03926 HG03926 0 1 -0.0108 0.0008 BEB
HG03928 HG03928 0 1 -0.0109 0.0023 BEB
HG03931 HG03931 0 1 -0.0112 0.0011 BEB
HG03934 HG03934 0 1 -0.0110 0.0019 BEB
HG03937 HG03937 0 1 -0.0113 0.0019 BEB
HG03940 HG03940 0 1 -0.0105 0.0041 BEB
HG03941 HG03941 0 1 -0.0105 0.0032 BEB
HG03943 HG03943 0 1 -0.0106 0.0061 STU
HG03944 HG03944 0 1 -0.0099 0.0063 STU
HG03945 HG03945 0 1 -0.0101 0.0068 STU
HG03947 HG03947 0 1 -0.0103 0.0046 STU
HG03949 HG03949 0 1 -0.0102 0.0059 STU
HG03950 HG03950 0 1 -0.0106 0.0049 STU
HG03951 HG03951 0 1 -0.0097 0.0065 STU
HG03953 HG03953 0 1 -0.0095 0.0062 STU
HG03955 HG03955 0 1 -0.0099 0.0064 STU
HG03960 HG03960 0 1 -0.0105 0.0053 ITU
HG03963 HG03963 0 1 -0.0107 0.0053 ITU
HG03965 HG03965 0 1 -0.0103 0.0038 ITU
HG03967 HG03967 0 1 -0.0106 0.0078 ITU
HG03968 HG03968 0 1 -0.0102 0.0068 ITU
HG03969 HG03969 0 1 -0.0104 0.0069 ITU
HG03971 HG03971 0 1 -0.0105 0.0068 ITU
HG03973 HG03973 0 1 -0.0102 0.0064 ITU
HG03974 HG03974 0 1 -0.0101 0.0069 ITU
HG03976 HG03976 0 1 -0.0105 0.0055 ITU
HG03977 HG03977 0 1 -0.0105 0.0021 ITU
HG03978 HG03978 0 1 -0.0103 0.0046 ITU
HG03985 HG03985 0 1 -0.0103 0.0031 STU
HG03986 HG03986 0 1 -0.0103 0.0062 STU
HG03989 HG03989 0 1 -0.0105 0.0066 STU
HG03990 HG03990 0 1 -0.0104 0.0049 STU
HG03991 HG03991 0 1 -0.0105 0.0063 STU
HG03995 HG03995 0 1 -0.0101 0.0053 STU
HG03999 HG03999 0 1 -0.0106 0.0049 STU
HG04001 HG04001 0 1 -0.0109 0.0057 ITU
HG04002 HG04002 0 1 -0.0105 0.0063 ITU
HG04003 HG04003 0 1 -0.0108 0.0088 STU
HG04006 HG04006 0 1 -0.0106 0.0043 STU
HG04014 HG04014 0 1 -0.0108 0.0039 ITU
HG04015 HG04015 0 1 -0.0104 0.0057 ITU
HG04017 HG04017 0 1 -0.0101 0.0053 ITU
HG04018 HG04018 0 1 -0.0099 0.0080 ITU
HG04019 HG04019 0 1 -0.0103 0.0069 ITU
HG04020 HG04020 0 1 -0.0106 0.0070 ITU
HG04022 HG04022 0 1 -0.0098 0.0063 ITU
HG04023 HG04023 0 1 -0.0107 0.0041 ITU
HG04025 HG04025 0 1 -0.0105 0.0051 ITU
HG04026 HG04026 0 1 -0.0103 0.0052 ITU
HG04029 HG04029 0 1 -0.0099 0.0059 STU
HG04033 HG04033 0 1 -0.0104 0.0051 STU
HG04035 HG04035 0 1 -0.0101 0.0058 STU
HG04038 HG04038 0 1 -0.0104 0.0049 STU
HG04039 HG04039 0 1 -0.0099 0.0052 STU
HG04042 HG04042 0 1 -0.0103 0.0059 STU
HG04047 HG04047 0 1 -0.0104 0.0052 STU
HG04054 HG04054 0 1 -0.0104 0.0049 ITU
HG04059 HG04059 0 1 -0.0099 0.0075 ITU
HG04060 HG04060 0 1 -0.0103 0.0089 ITU
HG04061 HG04061 0 1 -0.0106 0.0027 ITU
HG04062 HG04062 0 1 -0.0101 0.0028 ITU
HG04063 HG04063 0 1 -0.0103 0.0048 ITU
HG04075 HG04075 0 1 -0.0104 0.0060 STU
HG04076 HG04076 0 1 -0.0105 0.0056 ITU
HG04080 HG04080 0 1 -0.0101 0.0089 ITU
HG04090 HG04090 0 1 -0.0108 0.0063 ITU
HG04093 HG04093 0 1 -0.0103 0.0068 ITU
HG04094 HG04094 0 1 -0.0105 0.0056 ITU
HG04096 HG04096 0 1 -0.0107 0.0061 ITU
HG04098 HG04098 0 1 -0.0101 0.0068 ITU
HG04099 HG04099 0 1 -0.0103 0.0061 STU
HG04100 HG04100 0 1 -0.0099 0.0045 STU
HG04106 HG04106 0 1 -0.0099 0.0065 STU
HG04107 HG04107 0 1 -0.0100 0.0063 STU
HG04118 HG04118 0 1 -0.0102 0.0058 ITU
HG04131 HG04131 0 1 -0.0112 0.0020 BEB
HG04134 HG04134 0 1 -0.0109 0.0035 BEB
HG04140 HG04140 0 1 -0.0116 0.0001 BEB
HG04141 HG04141 0 1 -0.0113 0.0017 BEB
HG04144 HG04144 0 1 -0.0110 0.0049 BEB
HG04146 HG04146 0 1 -0.0110 0.0021 BEB
HG04152 HG04152 0 1 -0.0117 0.0020 BEB
HG04153 HG04153 0 1 -0.0109 0.0025 BEB
HG04155 HG04155 0 1 -0.0111 0.0017 BEB
HG04156 HG04156 0 1 -0.0113 0.0027 BEB
HG04158 HG04158 0 1 -0.0112 0.0020 BEB
HG04159 HG04159 0 1 -0.0110 0.0021 BEB
HG04161 HG04161 0 1 -0.0114 0.0008 BEB
HG04164 HG04164 0 1 -0.0105 0.0026 BEB
HG04171 HG04171 0 1 -0.0104 0.0027 BEB
HG04173 HG04173 0 1 -0.0108 0.0024 BEB
HG04176 HG04176 0 1 -0.0110 0.0021 BEB
HG04177 HG04177 0 1 -0.0115 0.0022 BEB
HG04180 HG04180 0 1 -0.0112 0.0032 BEB
HG04182 HG04182 0 1 -0.0116 0.0016 BEB
HG04183 HG04183 0 1 -0.0114 0.0021 BEB
HG04185 HG04185 0 1 -0.0105 0.0048 BEB
HG04186 HG04186 0 1 -0.0109 0.0041 BEB
HG04188 HG04188 0 1 -0.0116 0.0016 BEB
HG04189 HG04189 0 1 -0.0111 0.0019 BEB
HG04194 HG04194 0 1 -0.0108 0.0040 BEB
HG04195 HG04195 0 1 -0.0113 0.0020 BEB
HG04198 HG04198 0 1 -0.0103 0.0077 ITU
HG04200 HG04200 0 1 -0.0099 0.0075 ITU
HG04202 HG04202 0 1 -0.0103 0.0063 ITU
HG04206 HG04206 0 1 -0.0098 0.0073 ITU
HG04210 HG04210 0 1 -0.0101 0.0054 STU
HG04212 HG04212 0 1 -0.0103 0.0077 ITU
HG04214 HG04214 0 1 -0.0102 0.0088 ITU
HG04216 HG04216 0 1 -0.0101 0.0057 ITU
HG04219 HG04219 0 1 -0.0097 0.0069 ITU
HG04222 HG04222 0 1 -0.0100 0.0055 ITU
HG04225 HG04225 0 1 -0.0103 0.0073 ITU
HG04227 HG04227 0 1 -0.0111 0.0030 STU
HG04229 HG04229 0 1 -0.0102 0.0057 STU
HG04235 HG04235 0 1 -0.0100 0.0064 ITU
HG04238 HG04238 0 1 -0.0107 0.0056 ITU
HG04239 HG04239 0 1 -0.0102 0.0055 ITU
NA06984 NA06984 0 1 -0.0107 0.0266 CEU
NA06985 NA06985 0 1 -0.0100 0.0274 CEU
NA06986 NA06986 0 1 -0.0105 0.0284 CEU
NA06989 NA06989 0 1 -0.0109 0.0272 CEU
NA06994 NA06994 0 1 -0.0107 0.0275 CEU
NA07000 NA07000 0 1 -0.0107 0.0271 CEU
NA07037 NA07037 0 1 -0.0098 0.0279 CEU
NA07048 NA07048 0 1 -0.0098 0.0276 CEU
NA07051 NA07051 0 1 -0.0104 0.0277 CEU
NA07056 NA07056 0 1 -0.0105 0.0276 CEU
NA07347 NA07347 0 1 -0.0102 0.0284 CEU
NA07357 NA07357 0 1 -0.0108 0.0270 CEU
NA10847 NA10847 0 1 -0.0101 0.0282 CEU
NA10851 NA10851 0 1 -0.0109 0.0280 CEU
NA11829 NA11829 0 1 -0.0106 0.0282 CEU
NA11830 NA11830 0 1 -0.0108 0.0270 CEU
NA11831 NA11831 0 1 -0.0104 0.0275 CEU
NA11832 NA11832 0 1 -0.0102 0.0279 CEU
NA11840 NA11840 0 1 -0.0110 0.0264 CEU
NA11843 NA11843 0 1 -0.0106 0.0276 CEU
NA11881 NA11881 0 1 -0.0104 0.0277 CEU
NA11892 NA11892 0 1 -0.0103 0.0275 CEU
NA11893 NA11893 0 1 -0.0108 0.0273 CEU
NA11894 NA11894 0 1 -0.0103 0.0280 CEU
NA11918 NA11918 0 1 -0.0109 0.0271 CEU
NA11919 NA11919 0 1 -0.0101 0.0281 CEU
NA11920 NA11920 0 1 -0.0105 0.0287 CEU
NA11930 NA11930 0 1 -0.0102 0.0266 CEU
NA11931 NA11931 0 1 -0.0105 0.0277 CEU
NA11932 NA11932 0 1 -0.0102 0.0284 CEU
NA11933 NA11933 0 1 -0.0102 0.0276 CEU
NA11992 NA11992 0 1 -0.0099 0.0284 CEU
NA11994 NA11994 0 1 -0.0106 0.0268 CEU
NA11995 NA11995 0 1 -0.0100 0.0290 CEU
NA12003 NA12003 0 1 -0.0107 0.0268 CEU
NA12004 NA12004 0 1 -0.0101 0.0278 CEU
NA12005 NA12005 0 1 -0.0105 0.0285 CEU
NA12006 NA12006 0 1 -0.0105 0.0279 CEU
NA12043 NA12043 0 1 -0.0110 0.0275 CEU
NA12044 NA12044 0 1 -0.0105 0.0284 CEU
NA12045 NA12045 0 1 -0.0104 0.0277 CEU
NA12046 NA12046 0 1 -0.0107 0.0265 CEU
NA12058 NA12058 0 1 -0.0106 0.0282 CEU
NA12144 NA12144 0 1 -0.0103 0.0279 CEU
NA12154 NA12154 0 1 -0.0105 0.0274 CEU
NA12155 NA12155 0 1 -0.0104 0.0281 CEU
NA12156 NA12156 0 1 -0.0104 0.0278 CEU
NA12234 NA12234 0 1 -0.0107 0.0271 CEU
NA12249 NA12249 0 1 -0.0111 0.0269 CEU
NA12272 NA12272 0 1 -0.0102 0.0280 CEU
NA12273 NA12273 0 1 -0.0098 0.0279 CEU
NA12275 NA12275 0 1 -0.0103 0.0275 CEU
NA12282 NA12282 0 1 -0.0102 0.0280 CEU
NA12283 NA12283 0 1 -0.0100 0.0275 CEU
NA12286 NA12286 0 1 -0.0107 0.0266 CEU
NA12287 NA12287 0 1 -0.0106 0.0283 CEU
NA12340 NA12340 0 1 -0.0103 0.0287 CEU
NA12341 NA12341 0 1 -0.0100 0.0274 CEU
NA12342 NA12342 0 1 -0.0105 0.0283 CEU
NA12347 NA12347 0 1 -0.0104 0.0271 CEU
NA12348 NA12348 0 1 -0.0104 0.0275 CEU
NA12399 NA12399 0 1 -0.0105 0.0276 CEU
NA12400 NA12400 0 1 -0.0105 0.0279 CEU
NA12413 NA12413 0 1 -0.0104 0.0273 CEU
NA12414 NA12414 0 1 -0.0106 0.0274 CEU
NA12489 NA12489 0 1 -0.0103 0.0280 CEU
NA12546 NA12546 0 1 -0.0103 0.0275 CEU
NA12716 NA12716 0 1 -0.0108 0.0282 CEU
NA12717 NA12717 0 1 -0.0102 0.0277 CEU
NA12718 NA12718 0 1 -0.0103 0.0278 CEU
NA12748 NA12748 0 1 -0.0110 0.0268 CEU
NA12749 NA12749 0 1 -0.0107 0.0279 CEU
NA12750 NA12750 0 1 -0.0105 0.0271 CEU
NA12751 NA12751 0 1 -0.0103 0.0282 CEU
NA12760 NA12760 0 1 -0.0102 0.0267 CEU
NA12761 NA12761 0 1 -0.0106 0.0279 CEU
NA12762 NA12762 0 1 -0.0106 0.0283 CEU
NA12763 NA12763 0 1 -0.0103 0.0277 CEU
NA12775 NA12775 0 1 -0.0107 0.0281 CEU
NA12776 NA12776 0 1 -0.0102 0.0274 CEU
NA12777 NA12777 0 1 -0.0108 0.0284 CEU
NA12778 NA12778 0 1 -0.0107 0.0283 CEU
NA12812 NA12812 0 1 -0.0103 0.0278 CEU
NA12813 NA12813 0 1 -0.0105 0.0276 CEU
NA12814 NA12814 0 1 -0.0102 0.0278 CEU
NA12815 NA12815 0 1 -0.0105 0.0275 CEU
NA12827 NA12827 0 1 -0.0106 0.0282 CEU
NA12828 NA12828 0 1 -0.0106 0.0278 CEU
NA12829 NA12829 0 1 -0.0101 0.0277 CEU
NA12830 NA12830 0 1 -0.0103 0.0279 CEU
NA12842 NA12842 0 1 -0.0105 0.0283 CEU
NA12843 NA12843 0 1 -0.0109 0.0273 CEU
NA12872 NA12872 0 1 -0.0107 0.0268 CEU
NA12873 NA12873 0 1 -0.0106 0.0276 CEU
NA12874 NA12874 0 1 -0.0101 0.0277 CEU
NA12878 NA12878 0 1 -0.0104 0.0281 CEU
NA12889 NA12889 0 1 -0.0100 0.0282 CEU
NA12890 NA12890 0 1 -0.0104 0.0273 CEU
NA18486 NA18486 0 1 0.0357 -0.0054 YRI
NA18488 NA18488 0 1 0.0360 -0.0052 YRI
NA18489 NA18489 0 1 0.0357 -0.0056 YRI
NA18498 NA18498 0 1 0.0358 -0.0054 YRI
NA18499 NA18499 0 1 0.0359 -0.0064 YRI
NA18501 NA18501 0 1 0.0360 -0.0056 YRI
NA18502 NA18502 0 1 0.0361 -0.0052 YRI
NA18504 NA18504 0 1 0.0362 -0.0057 YRI
NA18505 NA18505 0 1 0.0368 -0.0055 YRI
NA18507 NA18507 0 1 0.0360 -0.0058 YRI
NA18508 NA18508 0 1 0.0360 -0.0060 YRI
NA18510 NA18510 0 1 0.0358 -0.0059 YRI
NA18511 NA18511 0 1 0.0357 -0.0054 YRI
NA18516 NA18516 0 1 0.0364 -0.0056 YRI
NA18517 NA18517 0 1 0.0355 -0.0059 YRI
NA18519 NA18519 0 1 0.0361 -0.0054 YRI
NA18520 NA18520 0 1 0.0360 -0.0049 YRI
NA18522 NA18522 0 1 0.0359 -0.0053 YRI
NA18523 NA18523 0 1 0.0355 -0.0051 YRI
NA18525 NA18525 0 1 -0.0172 -0.0334 CHB
NA18526 NA18526 0 1 -0.0170 -0.0340 CHB
NA18528 NA18528 0 1 -0.0165 -0.0319 CHB
NA18530 NA18530 0 1 -0.0167 -0.0330 CHB
NA18531 NA18531 0 1 -0.0170 -0.0322 CHB
NA18532 NA18532 0 1 -0.0172 -0.0337 CHB
NA18533 NA18533 0 1 -0.0170 -0.0341 CHB
NA18534 NA18534 0 1 -0.0168 -0.0332 CHB
NA18535 NA18535 0 1 -0.0169 -0.0323 CHB
NA18536 NA18536 0 1 -0.0173 -0.0332 CHB
NA18537 NA18537 0 1 -0.0172 -0.0329 CHB
NA18538 NA18538 0 1 -0.0167 -0.0320 CHB
NA18539 NA18539 0 1 -0.0170 -0.0330 CHB
NA18541 NA18541 0 1 -0.0170 -0.0323 CHB
NA18542 NA18542 0 1 -0.0168 -0.0322 CHB
NA18543 NA18543 0 1 -0.0173 -0.0340 CHB
NA18544 NA18544 0 1 -0.0170 -0.0325 CHB
NA18545 NA18545 0 1 -0.0171 -0.0343 CHB
NA18546 NA18546 0 1 -0.0168 -0.0330 CHB
NA18547 NA18547 0 1 -0.0166 -0.0328 CHB
NA18548 NA18548 0 1 -0.0171 -0.0331 CHB
NA18549 NA18549 0 1 -0.0169 -0.0344 CHB
NA18550 NA18550 0 1 -0.0169 -0.0333 CHB
NA18552 NA18552 0 1 -0.0175 -0.0339 CHB
NA18553 NA18553 0 1 -0.0164 -0.0324 CHB
NA18555 NA18555 0 1 -0.0171 -0.0334 CHB
NA18557 NA18557 0 1 -0.0169 -0.0330 CHB
NA18558 NA18558 0 1 -0.0170 -0.0325 CHB
NA18559 NA18559 0 1 -0.0173 -0.0333 CHB
NA18560 NA18560 0 1 -0.0170 -0.0343 CHB
NA18561 NA18561 0 1 -0.0170 -0.0313 CHB
NA18562 NA18562 0 1 -0.0168 -0.0326 CHB
NA18563 NA18563 0 1 -0.0169 -0.0324 CHB
NA18564 NA18564 0 1 -0.0168 -0.0322 CHB
NA18565 NA18565 0 1 -0.0169 -0.0343 CHB
NA18566 NA18566 0 1 -0.0173 -0.0330 CHB
NA18567 NA18567 0 1 -0.0169 -0.0327 CHB
NA18570 NA18570 0 1 -0.0171 -0.0343 CHB
NA18571 NA18571 0 1 -0.0169 -0.0330 CHB
NA18572 NA18572 0 1 -0.0169 -0.0345 CHB
NA18573 NA18573 0 1 -0.0168 -0.0334 CHB
NA18574 NA18574 0 1 -0.0172 -0.0332 CHB
NA18577 NA18577 0 1 -0.0171 -0.0334 CHB
NA18579 NA18579 0 1 -0.0168 -0.0328 CHB
NA18582 NA18582 0 1 -0.0175 -0.0341 CHB
NA18591 NA18591 0 1 -0.0175 -0.0343 CHB
NA18592 NA18592 0 1 -0.0174 -0.0325 CHB
NA18593 NA18593 0 1 -0.0170 -0.0332 CHB
NA18595 NA18595 0 1 -0.0173 -0.0330 CHB
NA18596 NA18596 0 1 -0.0173 -0.0337 CHB
NA18597 NA18597 0 1 -0.0169 -0.0328 CHB
NA18599 NA18599 0 1 -0.0169 -0.0328 CHB
NA18602 NA18602 0 1 -0.0172 -0.0331 CHB
NA18603 NA18603 0 1 -0.0174 -0.0346 CHB
NA18605 NA18605 0 1 -0.0171 -0.0337 CHB
NA18606 NA18606 0 1 -0.0172 -0.0340 CHB
NA18608 NA18608 0 1 -0.0173 -0.0314 CHB
NA18609 NA18609 0 1 -0.0172 -0.0318 CHB
NA18610 NA18610 0 1 -0.0170 -0.0327 CHB
NA18611 NA18611 0 1 -0.0167 -0.0325 CHB
NA18612 NA18612 0 1 -0.0168 -0.0328 CHB
NA18613 NA18613 0 1 -0.0173 -0.0324 CHB
NA18614 NA18614 0 1 -0.0172 -0.0338 CHB
NA18615 NA18615 0 1 -0.0171 -0.0325 CHB
NA18616 NA18616 0 1 -0.0176 -0.0339 CHB
NA18617 NA18617 0 1 -0.0171 -0.0337 CHB
NA18618 NA18618 0 1 -0.0167 -0.0322 CHB
NA18619 NA18619 0 1 -0.0169 -0.0319 CHB
NA18620 NA18620 0 1 -0.0172 -0.0330 CHB
NA18621 NA18621 0 1 -0.0173 -0.0335 CHB
NA18622 NA18622 0 1 -0.0170 -0.0330 CHB
NA18623 NA18623 0 1 -0.0172 -0.0323 CHB
NA18624 NA18624 0 1 -0.0171 -0.0339 CHB
NA18625 NA18625 0 1 -0.0175 -0.0327 CHB
NA18626 NA18626 0 1 -0.0170 -0.0315 CHB
NA18627 NA18627 0 1 -0.0174 -0.0332 CHB
NA18628 NA18628 0 1 -0.0168 -0.0340 CHB
NA18629 NA18629 0 1 -0.0172 -0.0333 CHB
NA18630 NA18630 0 1 -0.0173 -0.0336 CHB
NA18631 NA18631 0 1 -0.0172 -0.0342 CHB
NA18632 NA18632 0 1 -0.0169 -0.0347 CHB
NA18633 NA18633 0 1 -0.0170 -0.0348 CHB
NA18634 NA18634 0 1 -0.0169 -0.0340 CHB
NA18635 NA18635 0 1 -0.0170 -0.0328 CHB
NA18636 NA18636 0 1 -0.0165 -0.0342 CHB
NA18637 NA18637 0 1 -0.0168 -0.0340 CHB
NA18638 NA18638 0 1 -0.0165 -0.0330 CHB
NA18639 NA18639 0 1 -0.0169 -0.0341 CHB
NA18640 NA18640 0 1 -0.0169 -0.0330 CHB
NA18641 NA18641 0 1 -0.0168 -0.0338 CHB
NA18642 NA18642 0 1 -0.0164 -0.0309 CHB
NA18643 NA18643 0 1 -0.0171 -0.0333 CHB
NA18644 NA18644 0 1 -0.0170 -0.0339 CHB
NA18645 NA18645 0 1 -0.0167 -0.0341 CHB
NA18646 NA18646 0 1 -0.0171 -0.0324 CHB
NA18647 NA18647 0 1 -0.0168 -0.0316 CHB
NA18648 NA18648 0 1 -0.0168 -0.0319 CHB
NA18740 NA18740 0 1 -0.0168 -0.0340 CHB
NA18745 NA18745 0 1 -0.0174 -0.0333 CHB
NA18747 NA18747 0 1 -0.0171 -0.0331 CHB
NA18748 NA18748 0 1 -0.0168 -0.0342 CHB
NA18749 NA18749 0 1 -0.0169 -0.0325 CHB
NA18757 NA18757 0 1 -0.0171 -0.0331 CHB
NA18853 NA18853 0 1 0.0363 -0.0057 YRI
NA18856 NA18856 0 1 0.0356 -0.0054 YRI
NA18858 NA18858 0 1 0.0362 -0.0056 YRI
NA18861 NA18861 0 1 0.0357 -0.0058 YRI
NA18864 NA18864 0 1 0.0357 -0.0057 YRI
NA18865 NA18865 0 1 0.0361 -0.0056 YRI
NA18867 NA18867 0 1 0.0359 -0.0058 YRI
NA18868 NA18868 0 1 0.0360 -0.0054 YRI
NA18870 NA18870 0 1 0.0364 -0.0056 YRI
NA18871 NA18871 0 1 0.0363 -0.0058 YRI
NA18873 NA18873 0 1 0.0359 -0.0056 YRI
NA18874 NA18874 0 1 0.0360 -0.0058 YRI
NA18876 NA18876 0 1 0.0356 -0.0053 YRI
NA18877 NA18877 0 1 0.0361 -0.0054 YRI
NA18878 NA18878 0 1 0.0357 -0.0048 YRI
NA18879 NA18879 0 1 0.0360 -0.0053 YRI
NA18881 NA18881 0 1 0.0359 -0.0053 YRI
NA18907 NA18907 0 1 0.0363 -0.0059 YRI
NA18908 NA18908 0 1 0.0360 -0.0056 YRI
NA18909 NA18909 0 1 0.0359 -0.0063 YRI
NA18910 NA18910 0 1 0.0354 -0.0052 YRI
NA18912 NA18912 0 1 0.0362 -0.0056 YRI
NA18915 NA18915 0 1 0.0363 -0.0066 YRI
NA18916 NA18916 0 1 0.0361 -0.0053 YRI
NA18917 NA18917 0 1 0.0362 -0.0054 YRI
NA18923 NA18923 0 1 0.0360 -0.0053 YRI
NA18924 NA18924 0 1 0.0355 -0.0058 YRI
NA18933 NA18933 0 1 0.0361 -0.0059 YRI
NA18934 NA18934 0 1 0.0361 -0.0055 YRI
NA18939 NA18939 0 1 -0.0172 -0.0325 JPT
NA18940 NA18940 0 1 -0.0166 -0.0323 JPT
NA18941 NA18941 0 1 -0.0168 -0.0326 JPT
NA18942 NA18942 0 1 -0.0166 -0.0326 JPT
NA18943 NA18943 0 1 -0.0175 -0.0330 JPT
NA18944 NA18944 0 1 -0.0171 -0.0321 JPT
NA18945 NA18945 0 1 -0.0168 -0.0323 JPT
NA18946 NA18946 0 1 -0.0168 -0.0323 JPT
NA18947 NA18947 0 1 -0.0168 -0.0321 JPT
NA18948 NA18948 0 1 -0.0167 -0.0323 JPT
NA18949 NA18949 0 1 -0.0170 -0.0320 JPT
NA18950 NA18950 0 1 -0.0169 -0.0328 JPT
NA18951 NA18951 0 1 -0.0168 -0.0330 JPT
NA18952 NA18952 0 1 -0.0171 -0.0325 JPT
NA18953 NA18953 0 1 -0.0172 -0.0329 JPT
NA18954 NA18954 0 1 -0.0170 -0.0326 JPT
NA18956 NA18956 0 1 -0.0167 -0.0326 JPT
NA18957 NA18957 0 1 -0.0169 -0.0319 JPT
NA18959 NA18959 0 1 -0.0168 -0.0322 JPT
NA18960 NA18960 0 1 -0.0167 -0.0330 JPT
NA18961 NA18961 0 1 -0.0171 -0.0328 JPT
NA18962 NA18962 0 1 -0.0168 -0.0322 JPT
NA18963 NA18963 0 1 -0.0169 -0.0328 JPT
NA18964 NA18964 0 1 -0.0168 -0.0326 JPT
NA18965 NA18965 0 1 -0.0170 -0.0325 JPT
NA18966 NA18966 0 1 -0.0167 -0.0320 JPT
NA18967 NA18967 0 1 -0.0172 -0.0324 JPT
NA18968 NA18968 0 1 -0.0166 -0.0329 JPT
NA18969 NA18969 0 1 -0.0172 -0.0323 JPT
NA18970 NA18970 0 1 -0.0171 -0.0322 JPT
NA18971 NA18971 0 1 -0.0170 -0.0328 JPT
NA18972 NA18972 0 1 -0.0169 -0.0322 JPT
NA18973 NA18973 0 1 -0.0170 -0.0319 JPT
NA18974 NA18974 0 1 -0.0171 -0.0327 JPT
NA18975 NA18975 0 1 -0.0169 -0.0324 JPT
NA18976 NA18976 0 1 -0.0167 -0.0335 JPT
NA18977 NA18977 0 1 -0.0168 -0.0321 JPT
NA18978 NA18978 0 1 -0.0167 -0.0324 JPT
NA18979 NA18979 0 1 -0.0169 -0.0324 JPT
NA18980 NA18980 0 1 -0.0173 -0.0319 JPT
NA18981 NA18981 0 1 -0.0170 -0.0321 JPT
NA18982 NA18982 0 1 -0.0168 -0.0318 JPT
NA18983 NA18983 0 1 -0.0170 -0.0320 JPT
NA18984 NA18984 0 1 -0.0166 -0.0318 JPT
NA18985 NA18985 0 1 -0.0172 -0.0325 JPT
NA18986 NA18986 0 1 -0.0162 -0.0324 JPT
NA18987 NA18987 0 1 -0.0170 -0.0317 JPT
NA18988 NA18988 0 1 -0.0164 -0.0329 JPT
NA18989 NA18989 0 1 -0.0168 -0.0325 JPT
NA18990 NA18990 0 1 -0.0165 -0.0331 JPT
NA18991 NA18991 0 1 -0.0167 -0.0326 JPT
NA18993 NA18993 0 1 -0.0169 -0.0326 JPT
NA18994 NA18994 0 1 -0.0168 -0.0331 JPT
NA18995 NA18995 0 1 -0.0170 -0.0324 JPT
NA18997 NA18997 0 1 -0.0170 -0.0325 JPT
NA18998 NA18998 0 1 -0.0168 -0.0322 JPT
NA18999 NA18999 0 1 -0.0169 -0.0323 JPT
NA19000 NA19000 0 1 -0.0168 -0.0334 JPT
NA19001 NA19001 0 1 -0.0169 -0.0326 JPT
NA19002 NA19002 0 1 -0.0169 -0.0316 JPT
NA19003 NA19003 0 1 -0.0167 -0.0327 JPT
NA19004 NA19004 0 1 -0.0170 -0.0327 JPT
NA19005 NA19005 0 1 -0.0168 -0.0329 JPT
NA19006 NA19006 0 1 -0.0173 -0.0323 JPT
NA19007 NA19007 0 1 -0.0171 -0.0325 JPT
NA19009 NA19009 0 1 -0.0169 -0.0326 JPT
NA19010 NA19010 0 1 -0.0172 -0.0329 JPT
NA19011 NA19011 0 1 -0.0167 -0.0320 JPT
NA19017 NA19017 0 1 0.0340 -0.0048 LWK
NA19019 NA19019 0 1 0.0334 -0.0046 LWK
NA19020 NA19020 0 1 0.0328 -0.0036 LWK
NA19023 NA19023 0 1 0.0341 -0.0051 LWK
NA19024 NA19024 0 1 0.0333 -0.0045 LWK
NA19025 NA19025 0 1 0.0338 -0.0045 LWK
